task_id,task_name,description_input,description_output
263,a8c38be5,"In the input, you should see...a black grid with nine 3x3 shapes with gray and other colors. Each 3x3 shapes contain some pattern at the up, down, left, right part, and four corners. And the last one is empty with only gray pixels.","To make the output, you have to...make sure the background is all gray. Then place the colors and shapes you see in the input in the right place. The corners should go in the corners. the t-shape should go at the top in the middle, the upside down t-shape should go at the bottom in the middle, the two side way t-shapes should go on the left and right side in the middle so that the long side is against to the left and right. Make sure to keep the same colors for each."
264,a8d7556c,"In the input, you should see...a gray random pattern of black background.","To make the output, you have to...find where squares bigger than 1 by 1 can be form. Fill those with red."
265,a9f96cdd,"In the input, you should see...a single red colored pixel on black background.","To make the output, you have to...make the pixels touching the colored pixel at its corners colored in green for the top left corner pixel, pink for the pixel touching its top right corner, light blue for the pixel touching its bottom left corner and orange for the pixel touching its bottom right corner. the colored pixel in the input should be colored black"
266,aabf363d,"In the input, you should see...a colored object at the middle and a single box bottom left corner of a different color.","To make the output, you have to...make the box at the bottom left corner black and the colored object at the center the color of the box at the bottom left corner"
267,aba27056,"In the input, you should see...a rectangle border with one side's center open and the inside empty.","To make the output, you have to...fill in the pattern with yellow, color the black squares that make a straight line to the edge of the grid yellow, and create one yellow diagonal line from the line to the edge."
268,ac0a08a4,"In the input, you should see...a 3x3 grid with a number of colored pixels on a black background.","To make the output, you have to...make the new grid size in black. Then move the grid colors to the new grid in the same relative spots. The colored areas will be the number of colored squares squared."
269,ae3edfdc,"In the input, you should see...a single red box and a single blue box. You can see green pixels on the same line as the red pixel, and orange pixels on the same line as the blue pixel.","To make the output, you have to...create 2 patterns using all of the colored boxes in the input grid. One pattern is focused on the red box and the other one is focused on the blue box. Both the red box and the blue box will be in their exact same positions in the new grid. First put the red box in the same place as it is in the input grid. Now, look at the green boxes in the input grid and imagine that the green boxes are being pulled toward the red box until they are touching it. So, if there is a green box in the input grid above the red box, place it directly above the red box in the new grid. If there is a green box to the right of the red box in the input side, move it until it is directly to the right of the red box. Do the same for any other green boxes. After you are done, all of the green boxes should be touching the red box which is still in its original location. That pattern is done. Now use the same exact method for the blue box and surround it with the orange boxes. Think of the blue and red boxes as the centers of flowers and the green and orange boxes as the petals."
270,ae4f1146,"In the input, you should see...four 3x3 squares with blue and light blue pixels.","To make the output, you have to...copy the 3x3 square from the input grid that has the most blue pixels."
271,aedd82e4,"In the input, you should see...shapes made up of multiple pixels and shapes made up of only one pixel.","To make the output, you have to...copy the input grid. Any shapes which only contain one single square should be colored blue."
272,af902bf9,"In the input, you should see...4 or 8 yellow pixels in a square form.","To make the output, you have to...put red in the middle of the yellow square structure, but not actually next to any of the yellow squares."
273,b0c4d837,"In the input, you should see...a U shape of grey block and light blue pixels are filling the inside of this 'U' shape from the bottom up to a certain level.","To make the output, you have to...just put light blue color on first 3 row when middle of light blue block count 2 or 15. if 12 light blue color out put 2 light blue. if 9 blocks are blue then put 4 light blue. if only four light blue color in the middle of grey block then just put 1 light blue color in first block."
274,b190f7f5,"In the input, you should see...two sections, left and right. One section has a pattern made up of light blue pixels, and the other section has a pattern made up of various colors.","To make the output, you have to...replace each of colored grid by light blue color grid pattern."
275,b1948b0a,"In the input, you should see...random pattern composed with two color of pixels.","To make the output, you have to...replace all the purple squares with red."
276,b230c067,"In the input, you should see...three light blue objects. Out of the three, two of them have exactly the same shape.","To make the output, you have to...color the two similar shapes the same blue color and then change the third shape to the red color."
277,b27ca6d3,"In the input, you should see...single and paired red pixels on a black background.","To make the output, you have to...place green boxes all the way around all of the paired red boxes."
278,b2862040,"In the input, you should see...several shapes on a brown background, some completely surrounded by blue pixels and others that are not.","To make the output, you have to...change closed patterns to light blue."
279,b527c5c6,"In the input, you should see...two green rectangles with a red pixel on one side.","To make the output, you have to...extend the single colored square to the edge of the grid heading away from the other color. The other color will fill in around the single color line the same amount of squares it is away from the beginning single color square"
280,b548a754,"In the input, you should see...a light blue pixel with a square or rectangle that have two colors one for the outside and one for the inside of the shape.","To make the output, you have to...stretch it until the outer color covers the dot and then fill in the shape with the inner color from where the outer square or rectangle is.This should stretch the shape in general towards the dot itself."
281,b60334d2,"In the input, you should see...gray pixels in different locations of the grid.","To make the output, you have to...use the grey block as the center of a square that is surrounded by alternating grey and blue blocks. Blue is at the north, east, south and west position. Change the grey center to black."
282,b6afb2da,"In the input, you should see...two gray rectangles.","To make the output, you have to...stay the squares in the same place but change color. The corner become blue. The middle become red. The edge between the corner become yellow."
283,b7249182,"In the input, you should see...two pixels of different colors. And they are aligned horizontally or vertically.","To make the output, you have to...make each color in line go toward the center. Make a black empty space in the center by stop the lines 1 square each before they meet. This should give you 2 black squares in the center. Form a new line on each side with 2 cubes on either side for each color. Put one more colored cube at the end of these lines to make each color connect. This should make an empty space in the center with a size of 2x3."
284,b775ac94,"In the input, you should see...colored squares positioned into patterns. One ""fully formed"" pattern will have a uniform color. Differently colored blocks will butt against this first pattern.","To make the output, you have to...expand the oddly colored cells into a pattern that mimics and mirrors the original set of cells that form the ""fully formed"" pattern. The output will have a snowflake appearance or a half or three-quarters of this ""snowflake"". In other words, 4 different colors bunched together will form a fully symmetrical ""snowflake"", while 3 will produce a ""three-quarters"" one. If that makes any sense."
285,b782dc8a,"In the input, you should see...a black paths constructed by light blue lines. It looks like a maze. And there is a object composed with two colors in the middle of the path.","To make the output, you have to...fill in the black squares by alternating the colors of the few colored boxes in other shape starting near the shape and only fill the boundaries of the shape and not all the black boxes"
286,b8825c91,"In the input, you should see...a radial symmetric pattern, but some parts are obscured by a yellow rectangles.","To make the output, you have to...remove the yellow rectangles and replace the color to match the existing pattern"
287,b8cdaf2b,"In the input, you should see...a pattern that is symmetrical, attached to the bottom, with a different colored pixels in the center of the bottom. Additionally, there is a single pixel or a layer of original colored pixels stacked on top of it.","To make the output, you have to...create a diagonal line from the top to the sides with the less majority color."
288,b91ae062,"In the input, you should see...3x3 colored pattern.","To make the output, you have to...count the number of colors in input, then according to the count, each grid size is changed within each block. And each block should be colored as same in input"
289,b94a9452,"In the input, you should see...a small colored square surrounded by a larger and differently colored square area.","To make the output, you have to...make an output grid that is the same size as the larger square. The size and placement of the smaller inner square should be the same relative to the input grid. The colors of the two squares should be swapped."
290,b9b7f026,"In the input, you should see...several colored rectangular objects. Among them, only one has a black grid inside.","To make the output, you have to...fill in the new grid with the color of the object that has a hole in it."
291,ba26e723,"In the input, you should see...repeating yellow pixel pattern. They are alternating pairs of yellow pixels going up and down.","To make the output, you have to...start by changing the first set of two blocks to pink. Then skip two pairs and change the next two pink. Complete this pattern to the end of the grid."
292,ba97ae07,"In the input, you should see...two colored lines intersecting. One line is overlapped by the other line.","To make the output, you have to...copy the input grid. In the output, change the color where the two lines meet so that the other color line is on top."
293,bb43febb,"In the input, you should see...two gray rectangles.","To make the output, you have to...fill the inside of both shapes with red leaving a border the same color as original."
294,bbc9ae5d,"In the input, you should see...a single row that has a certain number of colored pixels from the left end.","To make the output, you have to...make the top row the same as the row shown in the input grid. Every row that goes down adds one more colored box. So, if the top row has 4 colored boxes, the next row down has 5 and then the next row has 6...etc. This will look like a staircase when you are done. Keep going until the grid is finished."
295,bc1d5164,"In the input, you should see...a random pattern made up of one color in a 2x2 grid, in each corner of the black background. It is not necessarily present.","To make the output, you have to...imagine you are squishing the original grid horizontally and vertically. The colored dots move and overlap on top of the background."
296,bd4472b8,"In the input, you should see...a top row filled with pixels of various colors. And right below it, there is a gray line.","To make the output, you have to...start on the third row (after the row of gray) and make the entire third row the same as the first color in the first row, then make the entire fourth row the same as the second color in the first row and so on for the next color. Once all colors have been done, then repeat the same pattern."
297,bda2d7a6,"In the input, you should see...squares of different sizes and colors. They overlap in order from the largest square to the smallest sqaure.","To make the output, you have to...change the color of center black 2x2 grid to that of 4X4 grid color, 4X4 change to 6X6 color, and 6X6 change to old 2X2 color"
298,bdad9b1f,"In the input, you should see...a 2-pixel light blue vertical line attached above and a 2-pixel red horizontal line attached the right or left.","To make the output, you have to...continue the pattern of red squares horizontal and continue the blue squares vertical to reach the edge of the grid. On the square that blue and red squares crosses, color that one yellow."
299,be94b721,"In the input, you should see...objects of three different shapes and colors.","To make the output, you have to...fully zoom in pattern of a highest color count among the gird."
300,beb8660c,"In the input, you should see...several different colored horizontal line segments of different lengths.","To make the output, you have to...rearrange the lines from largest at the bottom of the grid to smallest at the top. The final row need not be at the top of the grid. The lines should be aligned to the right side."
301,c0f76784,"In the input, you should see...grey squares with empty insides.","To make the output, you have to...fill the center of the smallest square with pink, the middle square with orange color and the biggest square with light blue."
302,c1d99e64,"In the input, you should see...many pixels with same color and some black squares that run from end to end vertical or horizontal.","To make the output, you have to...color the black squares that create a line vertical or horizontal all the way across the grid red and only those squares red."
303,c3e719e8,"In the input, you should see...a randomly colored 3x3 grid.","To make the output, you have to...notice that you can copy the original 3x3 grid 9 times into the new grid (nine 3x3 patterns) and fill out the new grid in this pattern. Now look at which color is the most common in the input grid and keep that in mind. For example, if blue is the most common color in the input box and the top, left box is blue then copy the entire 3x3 box into the top, left 3x3 area in the new grid. If the bottom, middle box is blue then copy the entire 3x3 grid into the middle top of the new grid. Alternatively, suppose the top right box is red (or any other color that is not the most common) in the input grid...then that top right 3x3 area should be black in the new grid. Keep following that pattern until you're done. The black holes should now correlate to the locations of the colors of the boxes (in the input grid) that were not the most common."
304,c3f564a4,"In the input, you should see...a pattern of diagonal lines. But some part covered by black grid.","To make the output, you have to...fill in black tiles with the same tile pattern in the diagonal lines."
305,c444b776,"In the input, you should see...a black grid divided into sections by one or some lines. And there are random color pixels in only one section.","To make the output, you have to...copy the color in one section to any other section."
306,c59eb873,"In the input, you should see...a random pattern made up of pixels in various colors.","To make the output, you have to...divide each block into a 2x2 square in the same color as the original block. So, each block from the original input grid will become a 2x2 block of 4 squares of the same color as the original block."
307,c8cbb738,"In the input, you should see...a solid color background with multiple groups of 4 colored pixels.","To make the output, you have to...place all the groups of pixels on top of each other keeping all colors the same. Leave any left over blocks the color of the original background."
308,c8f0f002,"In the input, you should see...a random pattern of orange, blue, and light blue pixels.","To make the output, you have to...change the orange pixels into grey one."
309,c909285e,"In the input, you should see...various colored vertical and horizontal lines that are haphazardly overlapped. And among them, you can see square borders made of a different color from the vertical and horizontal lines.","To make the output, you have to...count the number of squares in the colored border and resize the output to that number. Then you color all the blocks to match the input."
310,c9e6f938,"In the input, you should see...the orange pixels only.","To make the output, you have to...make the pattern mirror as left-right with the same height and twice the row."
311,c9f8e694,"In the input, you should see...a line of variously colored pixels on the left side. At the right side of the line, there are gray rectangles.","To make the output, you have to...color the horizontal blocks the same pattern as the vertical colors."
312,caa06a1f,"In the input, you should see...a checker pattern with two colors. And right and below part has a solid single color grid.","To make the output, you have to...duplicate the entire grid, then fill in the solid color to exactly match the checker pattern. Finally result should be entirely checker patterned."
313,cbded52d,"In the input, you should see...nine 2x2 blue sections made up of black horizontal and vertical lines. Some of the 2x2 blue grids contain pixels of different colors.","To make the output, you have to...make each across and down row identical, matching the middle block in each row to the end blocks."
314,cce03e0d,"In the input, you should see...a 3x3 grid of colored pixels with red and blue colors.","To make the output, you have to...visualize the output grid as nine 3x3 blocks. The red squares on your input indicate which 'blocks' in your 9x9 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares."
315,cdecee7f,"In the input, you should see...colored pixels that are scattered across the grid.","To make the output, you have to...follow the input grid colored squares from left to right. The left most color will be in the top left. The next colored square will to to the right. Each colored square will get its own square in the output. Continue this until you reach the top right corner of the output grid size. Then the next colored square will go under the top right and then they will fill in output grid to the left until it reaches the left edge. Then the it will go below that and continue to the right again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be black."
316,ce22a75a,"In the input, you should see...gray pixels on the black background.","To make the output, you have to...change every gray square and the 9 squares around it into blue."
317,ce4f8723,"In the input, you should see...two sections divided by horizontal yellow bar. In the upper section, there is a blue pixel pattern, while in the lower section, there is a red pixel pattern.","To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green."
318,ce602527,"In the input, you should see...three objects of different shapes and colors on a colored background.","To make the output, you have to...replicate two out of the three objects, each with different colors, onto the output grid, and then check whether it is correct or not."
319,ce9e57f2,"In the input, you should see...4 red bars that rise upward from the bottom of the grid in different heights.","To make the output, you have to...change the lower half of the red bars to light blue and the upper half remain red. If there are an even number of squares in the bar, the red squares and light blue squares should be even. If there are an odd number of squares in a bar, there should be one more upper red squares than there are lower blue squares."
320,cf98881b,"In the input, you should see...the 4x14 grid divided into three 4x4 sections by red vertical lines. Each section displays a yellow pattern, a brown pattern, and a blue pattern from  left to right.","To make the output, you have to...copy the blue pattern first, then overlay the brown pattern over that, finally overlay the yellow pattern over that as well. The yellow pattern will be most visible."
321,d037b0a7,"In the input, you should see...a 3x3 grid pattern with different colored pixels.","To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border."
322,d06dbe63,"In the input, you should see...a light blue square in a large balck grid.","To make the output, you have to...use just grey blocks add blocks to the top of the blue box, add two up, and then two to the right. Below the blue box add grey blocks, two down and then two to the left. Repeat this pattern to the edge of the grid."
323,d07ae81c,"In the input, you should see...two color pattern with single pixels. The pixels in the same color region has same color.","To make the output, you have to...draw from single square to diagonal out. For the new lines, make sure to keep the same color on background that is there before."
324,d0f5fe59,"In the input, you should see...several shapes of objects with light blue color.","To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner."
325,d10ecb37,"In the input, you should see...a multi-colored 2x2 grid with random patterns. It repeats as it rotates.","To make the output, you have to...copy the colors used in the top left corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the top left has a red square, then a yellow square with a blue square below the red square and a green square below the yellow square, then those would be placed in the corresponding squares on the output grid."
326,d13f3404,"In the input, you should see...three pixels of different colors at random positions.","To make the output, you have to...repeat the pattern from the original corner to the other corner of the new bigger grid."
327,d22278a0,"In the input, you should see...at least two corner pixels with different color.","To make the output, you have to...draw alternating squares from the corner without crossing the middle horizontal or vertical to another color."
328,d23f8c26,"In the input, you should see... a random collection of colored pixels.","To make the output, you have to...turn everything black, but keep the middle vertical line of colored squares."
329,d2abd087,"In the input, you should see...several objects with gray color. ","To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue."
330,d364b489,"In the input, you should see...several single blue pixels placed at different positions.","To make the output, you have to...place a orange square to the space left of any blue square, a red square in the space above any blue square, a purple square to the space on the right of any blue square and a light blue square to the space below any blue square."
331,d406998b,"In the input, you should see...a three-line pattern of gray pixels, with one gray pixels in each column, and there are no directly connected pixels.","To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered columns with green."
332,d43fd935,"In the input, you should see...a green 2x2 square. Surrounding them are a few single pixels of different colors.","To make the output, you have to...fill the same color of any square that is vertical or horizontal to the corner of the green square."
333,d4469b4b,"In the input, you should see...a random pattern of pixels all in one color on a 5x5 black background.","To make the output, you have to...make a 3x3 grid. If the input grid has blue shapes, the output should be light grey with black in the four corners (making a grey plus sign). If the input grid has red shapes, the output should be light grey with black on the lower left, middle left, middle right and lower right (making a grey T shape). If the input grid has green shapes, the output should be light grey with black in the upper left, middle left, upper center and middle center (making a 2x2 black square in the upper left)."
334,d4a91cb9,"In the input, you should see...one light blue pixel and one red pixel.","To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid."
335,d4f3cd78,"In the input, you should see...a gray rectangle border with one pixel missing. The missing pixel connects the inside and outside of the rectangle.","To make the output, you have to...fill the gray with light blue then extend a line out the empty spot to the the end of the grid."
336,d511f180,"In the input, you should see...random color pattern.","To make the output, you have to...change all gray squares to light blue and all light blue squares to gray. Everything else keep the same as input."
337,d5d6de2d,"In the input, you should see...a red rectangles with an empty interior and some other rectangles that are not empty.","To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes."
338,d631b094,"In the input, you should see...one color of pixels on a black background at the random positions.","To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks."
339,d687bc17,"In the input, you should see...four lines of different colors attached to each side, excluding the corners. In the middle of the inside, there are several single pixels that may or may not match the colors of the side lines.","To make the output, you have to...copy and paste the entire box. In the end, almost all of the center boxes will be black. Look at the top of the grid; if there are boxes the same color as those on top, move it up to touch the top and then color black any boxes of same color that are left in the middle. Next, look at the right side of the grid, if there are any boxes the same color as the right side, move it up to touch the right side and then color black any boxes of same color that are left in the middle. Repeat these steps for the bottom and left side of the grid."
340,d6ad076f,"In the input, you should see...two different color rectangles with some blank space between them.","To make the output, you have to...copy the input grid and connect the two shapes with the blue grid.it must be smaller than the size of the small input shape."
341,d89b689b,"In the input, you should see...2x2 light blue square and four of different color pixels around the square.","To make the output, you have to...replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2."
342,d8c310e9,"In the input, you should see...a color pattern made up of various colors that repeats in a consistent shape.","To make the output, you have to...connect the repeating pattern continuously to the right end."
343,d90796e8,"In the input, you should see...a grid with gray, green and red pixels with random positions.","To make the output, you have to...copy the exact entire image. Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with light blue, and replace the red pixel with black. (remove it)"
344,d9f24cd1,"In the input, you should see...single red pixels attached to the bottom and single gray pixels in the center.","To make the output, you have to...extend each red dot straight up so it forms a vertical line. The red pixel must change direction as it reaches the grey pixel to the right and continue straight up."
345,d9fac9be,"In the input, you should see...a 3x3 square completely surrounded by pixels of different colors. Around it, pixels of the same color are scattered randomly.","To make the output, you have to...zoom into the different colored center block from the input grid and make it the only colored block."
346,dae9d2b5,"In the input, you should see...a 6x3 grid with a yellow pattern on the left 3x3 grid and a green pattern on the right 3x3 grid.","To make the output, you have to...copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
347,db3e9e38,"In the input, you should see...a vertical line with orange color attached to the top side.","To make the output, you have to...copy-paste the input. starting on each side, alternate colors between orange and light blue, and decreasing the line by one block. So the colors should be orange in middle, then light blue, then orange, then light blue."
348,db93a21d,"In the input, you should see...brown rectangles of various sizes on a black background.","To make the output, you have to...put a green border around each red square. The thickness of the green border should equal one half of the thickness of the red square (if the square is 6 squares across then the green border should be three squares deep around it). Fill the black squares below the red and green squares with a vertical line of blue squares. The blue squares should be in the same vertical row as the red square and should be the same width as the red square. If the blue line should intersect with a green box, then the green box should stay. Don't color over any green."
349,dbc1a6ce,"In the input, you should see...several single blue pixels scattered randomly.","To make the output, you have to...check the blue grid which is at the same row and same line. draw a connected light blue grid between the blue grid at the same row and line."
350,dc0a314f,"In the input, you should see...a radial symmetrical pattern made up of various colored pixels. However, some of it is obscured by a 5x5 green grid.","To make the output, you have to...identify the radial symmetry pattern in the input grid, and appropriately fill in the regions obscured by the green square to complete the radial symmetry pattern. Only represent the green square portion in the output grid."
351,dc1df850,"In the input, you should see...a series of colored pixels on a black background.","To make the output, you have to...surround only the red squares with a blue border that is one square wide."
352,dc433765,"In the input, you should see...two pixels, one green and one yellow. And they are aligned either horizontally, vertically, or diagonally. And each pixel is not connected.","To make the output, you have to...move the green square one block closer to the yellow square, no matter if it is horizontal, diagonal, or vertical."
353,ddf7fa4f,"In the input, you should see...three colored single pixels in the first row; and three gray rectangles below.","To make the output, you have to...fill the gray area with the colors corresponding with the colored block in the first row."
354,de1cd16c,"In the input, you should see...the grid divided into rectangles of various colors. And there are single pixels of one color scattered randomly.","To make the output, you have to...look for the colored grid with the largest number of colored squares and use that color."
355,ded97339,"In the input, you should see...some pixels with same color on a black background.","To make the output, you have to...connect the light blue boxes that are directly vertical and horizontal to each other."
356,e179c5f4,"In the input, you should see...one blue pixel in the bottom left corner of the grid.","To make the output, you have to...add the same color blue pixel in a zig-zag pattern moving up the grid. Each pixel should be filled in on a diagonal going up and to the right until you read the edge of the grid. Then you should keep moving on the diagonal up and to the left until you reach the left side of the grid. Keep repeating until you reach the top of the grid. Then fill in the rest of the spaces with the light blue color."
357,e21d9049,"In the input, you should see...two lines of various colors, but with the same pattern. One is vertical and the other is horizontal. They are intersecting at the same color of single pixel.","To make the output, you have to...continue the lines to all edges, using alternating the color pattern."
358,e26a3af2,"In the input, you should see...various colored single pixels scattered randomly, on a grid made up of large rectangels of various colors.","To make the output, you have to...eliminate all the random color squares and replace them with the color of the bar they are in."
359,e3497940,"In the input, you should see...the gray vertical line which divided the 10x10 grid into two 10x4 grids in the center. Each section contains pixels composed of two different colors. ","To make the output, you have to...fill in the blocks as if you have folded the right side directly over the left side, taking the gray line out.. The blocks directly beside of the gray line will overlap."
360,e40b9e2f,"In the input, you should see...a symmetrical and multi-colored pattern with several pixels around it.","To make the output, you have to...copy the outside color to the opposite corners of each side of the inside shape to make a square pattern. Then for the inside shape you have to visualize the pattern clockwise 90 degree, 180 degree, 270 degree, and fill in the grid with all of these overlay on top of each other."
361,e48d4e1a,"In the input, you should see...two intersecting lines. And you should see a number of grey pixels at the right upper corner.","To make the output, you have to...count the grey grid and place the meeting point of the colored grid-down through with the same count."
362,e5062a87,"In the input, you should see...several random gray and black pixels on a grid and one distinct pattern of red pixels.","To make the output, you have to...find any black squares that are in the same pattern as the red squares, then change the black squares in each pattern to red."
363,e509e548,"In the input, you should see...several green pixels of various shapes.","To make the output, you have to...change pattern color to blue if the pattern only has one 90 degree edge, pink if it has two and red if it has three. also if it shape is a 1 it is red, a c it is pink and an L it is blue."
364,e50d258f,"In the input, you should see...several rectangular shapes with blue, light blue, and red.","To make the output, you have to...copy the rectangular shape with the most red squares exactly."
365,e6721834,"In the input, you should see...a large grid with two different background colors. One grid will have individual colored pixel patterns. The other grid will have colored pixels surrounded by another color of rectangle.","To make the output, you have to...change the output grid to the background color that does not include the two boxes. Next place the colored boxes on the grid where the interior colored boxes match."
366,e73095fd,"In the input, you should see...vertical and horizontal grey lines connecting rectangle borders on a black background.","To make the output, you have to...fill the nodes with yellow."
367,e76a88a6,"In the input, you should see...same size of rectangles. Among them, only one rectangles are colored fully with various colors. Others are gray.","To make the output, you have to...copy the color pattern into the other gray grids."
368,e8593010,"In the input, you should see...a 10x10 black and gray grid.","To make the output, you have to...change the single black pixels to green, two black pixel lines to red, and three black pixel shapes to blue. The background stays gray."
369,e8dc4411,"In the input, you should see...a black pattern with another colored single grid beside it, different from the colored grids of the background.","To make the output, you have to...without any change in the colors of any patterns, shapes, size and the background, copy the pattern on the black colored grids, to the other grid which is not patterned thus replicating it with the pattern and size of the black grid, continue to add the same pattern diagonally towards the only edge of the grid."
370,e9614598,"In the input, you should see...two single blue pixels which are aligned horizontally or vertically.","To make the output, you have to...add a 3x3 green cross between the two squares perfect."
371,e98196ab,"In the input, you should see...11x11 grid split into two 5x11 grids through a solid gray color horizontal line in the middle. The divided upper and lower grids each display patterns of different colors.","To make the output, you have to...mesh together both patterns from above and below the gray line."
372,e9afcf9a,"In the input, you should see...2x6 grid and two horizontal lines with different colors.","To make the output, you have to...start with the color that is on the top. Fill in that line with that color every other square, begin with first square. Fill in the rest in that line with the second color. For the next line, start with the color that is already there (the second color) and fill in in the same every other square pattern. It should look like a game board. The first color in every line is the color of the input grid"
373,ea32f347,"In the input, you should see...three gray lines of differing lengths on a black background.","To make the output, you have to...change the color of the lines. The longest line needs to be colored blue. The middle length line needs to be colored yellow. The shortest line needs to be colored red."
374,ea786f4a,"In the input, you should see...a square with a dominant surrounding color and a black single pixel in the middle.","To make the output, you have to...create an X by filling in the diagonal tiles until the edge of each corner is reached."
375,eb281b96,"In the input, you should see...repeated diagonal line pattern with one color. It repeats in the left and right directions.","To make the output, you have to...create the grid. Then copy the original pattern onto the output grid. Next, create a mirror pattern from the original pattern underneath the original pattern. Then copy the whole original and mirror pattern to fill in the rest of the black grid."
376,eb5a1d5d,"In the input, you should see...multiple color of frames.","To make the output, you have to...put center box color in 1x1, outside box color in 3x3, then 5x5, then 7x7 and so on."
377,ec883f72,"In the input, you should see...a part of square with a differently colored center.","To make the output, you have to...add diagonal lines extending from each corner of the outer squares to the edge of the output grid."
378,ecdecbb3,"In the input, you should see...a grid with lines of one color and dots of another color.","To make the output, you have to...copy the input grid. Make perpendicular lines from the dots of y color to touch the closest lines of x color. The point of touch should be the y color. If the dot of y color is between 2 lines of y color you should make one lines of y color going through the dot of y color and connecting the lines of x colors. Surround each dot of y color (point of touch) on the line of x color with a square of x color. It should be a square of x color with the center of y color on the line of x color. Done."
379,ed36ccf7,"In the input, you should see...a 3x3 pattern of squares made of black and another color.","To make the output, you have to...turn the pattern in the input grid counter-clockwise."
380,ef135b50,"In the input, you should see...several red rectangles on a black background.","To make the output, you have to...put brown squares in between the space that the red squares across from each other only left to right squares."
381,f15e1fac,"In the input, you should see...black background with blue pixels to one rim and red pixels to the adjoining rim.","To make the output, you have to...copy the input grid and leave it as it is. The blue squares act as a starting point for you to draw lines, so if the blue squares are on the left, you have to draw lines horizontally to the right and if the blue squares are at the top, you have to draw the line vertically down. Next, after copying the grid, draw lines from each blue squares and stop just before the grid with the first red square. Then you will start again to draw your second blue lines starting from the grid with the red square, however, you will have to move your line by one grid according to the position of your red square - if your red square is at the bottom, you will move the second line up by one grid, if your red square is at the right, you will have to move your second line left by one grid and if your red square is at the left, you will have to move your second line to the right by one grid. These second blue lines stop just before the grid with the second red square. You will then draw another set of blue lines with the same rule as the second line all the way to the end of the grid."
382,f1cefba8,"In the input, you should see...squares with different colors inside and outside, and there are singular outstanding pixels around the inner squares.","To make the output, you have to...take the outstanding colored block, move it to outside the frame and continue the single line to edge. fill in frame with color of frame."
383,f25fbde4,"In the input, you should see...a black grid with a yellow pattern.","To make the output, you have to...double pattern and fit the resulting pattern to scale. If it's 1x5 the result should be 2x10."
384,f25ffba3,"In the input, you should see...a black grid with a color pattern at the bottom on the 10x4 grid.","To make the output, you have to...reflect the pattern upside down like it was up against a mirror."
385,f2829549,"In the input, you should see...a left part of random pattern of orange, a blue vertical line in the middle, a right part of random pattern of grey.","To make the output, you have to...combine the orange and grey into one pattern that take up a 4x3 space. Fill each black space with green. Fill the old pattern with black. You should only have green spaces."
386,f35d900a,"In the input, you should see...four pixels that are aligned horizontally and vertically. Each pixel has the same color as the pixel located diagonally opposite to it.","To make the output, you have to...copy the input grid, identify the colors of the colored grids. we will call it color A and color B. Around the grids with color A, create a 3x3 square with color B, surrounding the color A grids. Around the grids with color B, create a 3x3 square with color A, surrounding the color B grids. Now we should have four 3x3 squares, in which two squares are A color with B colored grid in their centers."
387,f5b8619d,"In the input, you should see...some colored pixels.","To make the output, you have to...use the in put grid as 4 sections of the out put so that there is a pattern of the first colored squares, then using light blue make lines up and down from the colored squares to until you reach another colored square or the end of the out put grid."
388,f76d97a5,"In the input, you should see...colored pixels on a grey grid.","To make the output, you have to...replace the grey boxes with the color and replace the color boxes with black."
389,f8a8fe49,"In the input, you should see...2 patterns in red that form a set of brackets you will see 2 other patterns in gray inside the brackets.","To make the output, you have to...flip the grey pattern over the red one like an mirror image. The resulting output should now have the grey pattern outside of the orange one."
390,f8b3ba0a,"In the input, you should see...multiple color 1x2 boxes are shown on black background. There are four kinds of colors.","To make the output, you have to...order the color boxes. avoid a large number of the color box."
391,f8c80d96,"In the input, you should see... a part of a spiral, each line with the same spacing from the last.","To make the output, you have to...change the background color from black to light gray, then continue the pattern of lines, with the same spacing and bends."
392,f8ff0b80,"In the input, you should see...the number of pixels for three objects with different colors.","To make the output, you have to...count the number of pixels composing the objects in the input grid. In the output grid, fill the color of the object with the highest pixel count, arranging it vertically as a 3x1 structure from top to bottom."
