task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
239,9d9215db,"To make the output, you have to...take the secondary color and create a border frame from the location it is in. Take the color next to it and place it at the starting point of the border frame. The color box that is nearer should then be copied into 4 directions ensuring they are mirror images. A white box should be between each color box.","To make the output, you have to...take the main color and create a border frame from the location it is in. take the color next to it and put it on the end point of the border frame. take the color box that is further away and copy that into the 4 directions making sure they are mirror images. A black box should be between each color box.","To make the output, you have to...take the main color and remove the border frame from the location it is in. Take the color adjacent to it and dismiss it at the end point of the border frame. The color box that is closer should be copied into 3 directions making sure they are not mirror images. A black box can be ignored among each color box.","To make the output, you have to...discard the main color and create a border frame from the location it is in. Take the color on the other side and place it at the middle point of the border frame. The color box that is nearer needs to be duplicated into 5 directions ensuring they are mirror images. No boxes should be between each color box.","To make the output, you have to...consider the main color and erase a border frame from the spot it's in. Get the color next to it and put it on the beginning of the border frame. The color container that is further away should be copied opposite to the 4 directions assuring they aren't mirror images. A grey box should be between each color box.",2
240,9dfd6313,"To make the output, you have to...rotate the pattern 180 degrees to the right and then flip it over to it's reverse. The output should be a 180 degrees mirror image of the input.","To make the output, you have to...flip the pattern 90 degrees to the right and then rotate it to it's reverse. The output should be a flipped image of the input.","To make the output, you have to...rotate the pattern 45 degrees to the right and then flip it over to it's reverse. The output should be a 45 degrees mirror image of the input.","To make the output, you have to...rotate the pattern 90 degrees to the left and then make it stand still. The output should be a standing image of the input.","To make the output, you have to...rotate the pattern 90 degrees to the right and then flip it over to it's reverse. the output should be an 90 degrees mirror image of the input.",5
241,9ecd008a,"To make the output, you have to...skip the pattern that would be in the black square section.","To make the output, you have to...finish the pattern that would be in the black square section.","To make the output, you have to...finish the pattern that would be in the red square section.","To make the output, you have to...finish the design that would be in the black square section.","To make the output, you have to...finish the pattern that would be in the black circle section.",2
242,9edfc990,"To make the output, you have to...leave the area of where the blue block exists empty. when there is no blue block there is no need to fill up, just fill those blocks with black.","To make the output, you have to...fill out the blue color to the area of where the blue block exists. when there is no blue block there is no need to fill up, just leave those blocks as empty.","To make the output, you have to...fill out the green color to the area of where the blue block exists. when there is no blue block there is no need to fill up, just leave those blocks as empty.","To make the output, you have to...fill out the blue color to the area of where the blue block exists. when there is no blue block fill up black, don't leave those blocks as empty.","To make the output, you have to...fill out the blue color to the area of where the red block exists. when there is no red block there is no need to fill up, just leave those blocks as empty.",2
243,9f236235,"To make the output, you have to...avoid the lines that create the boxes, and instead focus on the pattern. Copy the pattern so that it is mirrored horizontally (left to right). You should end up with only the pattern from the input.","To make the output, you have to...focus exclusively on the lines that form the boxes and ignore the pattern within. You'll end up with a lot of empty boxes.","To make the output, you have to...rotate the pattern ninety degrees clockwise. There should be a completely different pattern in the output.","To make the output, you have to...completely disregard the pattern and just randomly place colored squares on the grid.","To make the output, you have to...only copy the boxes and ignore the internal pattern. The result will have no patterns.",1
244,a1570a43,"To make the output, you have to...think of the 4 pixels as a picture frame. Reposition the random shape to be centered in that frame.","To make the output, you have to... think of the 4 pixels as a picture book. Reposition the different shape to be located at the top in that book.","To make the output, you have to... consider the 4 pixels as a picture card. Move the specific shape to be placed at the corner in that card.","To make the output, you have to... think of the 4 pixels as a picture wall. Align the unique shape to be presented at the bottom in that wall.","To make the output, you have to... imagine the 4 pixels as a photo frame. Shift the random shape to be fixed on the side in that frame.",1
245,a2fd1cf0,"To make the output, you have to...create a road of light blue squares between the red and yellow squares. The road should travel up or down from the green square and left or right from the yellow square until the two meet.","To make the output, you have to...create a road of light blue squares between the pink and green squares. The road should travel up or down from the green square and left or right from the pink square until the two meet.","To make the output, you have to...create a road of black squares between the red and green squares. The road should travel up or down from the black square and left or right from the red square until the two meet.","To make the output, you have to...create a road of light blue squares between the red and green squares. The road should travel up or down from the green square and left or right from the red square until the two meet.","To make the output, you have to...create a road of light blue rectangles between the red and green squares. The road should travel up or down from the green rectangle and left or right from the red rectangle until the two meet.",4
246,a3325580,"To make the output, you have to...will be created by making vertical rows of the same color boxes with the largest number of colors.","To make the output, you have to...will be created by making vertical rows of different color boxes with the smallest number of colors.","To make the output, you have to...will be created by making horizontal rows of the different color boxes with the smallest number of colors.","To make the output, you have to...will be brought to life by making vertical rows of the same color boxes with the smallest number of colors.","To make the output, you have to...will be created by placing circle shapes of the same color boxes with the largest number of colors.",1
247,a3df8b1e,"To make the output, you have to...draw a blue dot one to the right and one up from the original one, follow that pattern until you reach the side, then draw a blue dot one to the left and one up until you reach the other side, repeat until you reach the top.","To make the output, you have to...draw a red dot one to the right and one up from the original one, follow that pattern until you reach the side, then draw a red dot one to the left and one up until you reach the other side, repeat until you reach the top.","To make the output, you have to...draw a green dot one to the right and one up from the original one, follow that pattern until you reach the side, then draw a green dot one to the left and one up until you reach the other side, repeat until you reach the top.","To make the output, you have to...draw a blue dot one to the right and one up from the original one, follow that pattern until you reach the top, then draw a blue dot one to the left and one down until you reach the side, repeat until you reach the side.","To make the output, you have to...draw a blue dot one to the left and one down from the original one, follow that pattern until you reach the side, then draw a blue dot one to the right and one down until you reach the other side, repeat until you reach the bottom.",1
248,a416b8f3,"To make the output, you have to...copy the pattern exactly to the new empty section. There should be three of the same pattern side-by-side.","To make the output, you have to...copy the pattern exactly to the new filled section. There should be two of the same pattern side-by-side.","To make the output, you have to...remove the pattern exactly from the new empty section. There should be two of the same pattern side-by-side.","To make the output, you have to...copy the pattern inversely to the new empty section. There should be two of the different pattern side-by-side.","To make the output, you have to...copy the pattern exactly to the new empty section. There should be two of the same pattern side-by-side.",5
249,a48eeaf7,"To make the output, you have to...move the pixels until they touch the yellow square on the opposite line.","To make the output, you have to...move the blocks until they touch the red square on a different line.","To make the output, you have to...move the blocks until they touch the green rectangle on the same line.","To make the output, you have to...move the circles until they touch the brown square on the same line.","To make the output, you have to...move the blocks until they touch the red square on the same line.",5
250,a5313dff,"To make the output, you have to...color the outside blue but if the border of shape goes outside the grid leave outside black.","To make the output, you have to...color the inside gray but if the border of shape goes inside the grid leave inside black.","To make the output, you have to...color the outside red but if the border of shape goes outside the grid leave inside black.","To make the output, you have to...color the inside blue but if the border of shape goes outside the grid leave inside black.","To make the output, you have to...color the inside green but if the border of shape stays inside the grid leave inside white.",4
251,a5f85a15,"To make the output, you have to...replicate the input grid, then change the color of every odd-numbered pixel starting from the top-left pixel of each diagonal line to yellow.","To make the output, you have to...clone the input grid, then change the color of every even-numbered pixel starting from the top-right pixel of each diagonal line to green.","To make the output, you have to...replicate the input grid, then change the color of every even-numbered pixel starting from the top-left pixel of each diagonal line to yellow.","To make the output, you have to...duplicate the input grid, then change the color of all the pixels in the second row from the top and fourth column from the right to grey.","To make the output, you have to...copy the input grid, then recolor every fifth pixel starting from the bottom-right pixel of each column to blue.",3
252,a61ba2ce,"To make the output, you have to... follow an arbitrary color pattern and put them on all the corners inversely to how the pattern is placed. Then leave the middle 4 squares empty.","To make the output, you have to...follow the colored pattern and put them on all the corners exactly how the pattern is placed. Then fill in the middle 4 squares with black.","To make the output, you have to... ignore the colored pattern and put them on all the borders exactly how the pattern is placed. Then fill in the middle 4 squares with blue.","To make the output, you have to... follow the colored pattern and put them in center, not following the pattern placement. Then fill in the corner squares with yellow.","To make the output, you have to... follow the same colored pattern but place them randomly across the grid. Then fill in the entire grid with black.",2
253,a61f2674,"To make the output, you have to...change the shortest group of blocks from gray to black, change the tallest group of blocks from gray to green. Change the remaining gray blocks to blue.","To make the output, you have to...change the shortest group of blocks from gray to red, change the tallest group of blocks from gray to blue. Change the remaining gray blocks to black.","To make the output, you have to...change the shortest group of blocks from gray to yellow, change the tallest group of blocks from gray to pink. Change the remaining gray blocks to green.","To make the output, you have to...change the shortest group of blocks from gray to light blue, change the tallest group of blocks from gray to brown. Change the remaining gray blocks to pink.","To make the output, you have to...change the shortest group of blocks from gray to blue, change the tallest group of blocks from gray to red. Change the remaining gray blocks to black.",2
254,a64e4611,"To make the output, you have to...fill the green grid with black surrounding with continue green grid.","To make the output, you have to...empty the black grid with green surrounding with continue black grid.","To make the output, you have to...fill the black grid with blue surrounding with continue black grid.","To make the output, you have to...fill the black grid with yellow surrounding with continue black grid.","To make the output, you have to...fill the black grid with green surrounding with continue black grid.",5
255,a65b410d,"To make the output, you have to...copy your pink input boxes to the output grid. And then, you need to add blue bars on the left of the pink bar and yellow bars on the right of it, all attached to the bottom side. Furthermore, the blue bar should decrease in length by one square each time it moves away from the pink bar, while the yellow bar should increase in length by one square each time it moves towards the pink bar.","To make the output, you have to...copy your red input boxes to the output grid. And then, you need to add green bars above the red bar and blue bars below it, all attached to the left side. Furthermore, the green bar should increase in length by one square each time it moves up from the red bar, while the blue bar should decrease in length by one square each time it moves away from the red bar. The green bar continues this process all the way up to the top of the grid, while the blue bar repeats until it becomes one square in length.","To make the output, you have to...copy your blue input boxes to the output grid. And then, you need to add green bars above the blue bar and red bars below it, all attached to the right side. Furthermore, the green bar should decrease in length by one square each time it moves up from the blue bar, while the red bar should increase in length by one square each time it moves away from the blue bar. The green bar continues this process all the way up to the top of the grid, while the red bar repeats until it becomes one square in length.","To make the output, you have to...copy your green input boxes to the output grid. And then, you need to add red bars to the right of the green bar and blue bars to the left of it, all attached to the bottom side. Furthermore, the red bar should increase in length by one square each time it moves away from the green bar, while the blue bar should decrease in length by one square each time it moves towards the green bar. The red bar continues this process all the way to the edge of the grid, while the blue bar repeats until it becomes one square in length.","To make the output, you have to...copy your yellow input boxes to the output grid. And then, you need to add green bars above the yellow bar and blue bars below it, all attached to the left side. Furthermore, the green bar should decrease in length by one square each time it moves up from the yellow bar, while the blue bar should increase in length by one square each time it moves away from the yellow bar.",2
256,a68b268e,"To make the output, you have to...take the top left 4x4 on output. add top right 4x4 pattern. do not cover the first color. do the same for each section.","To make the output, you have to...take the top left 4x4 on output. add top right 4x4 pattern. cover the first color. do the same for each section.","To make the output, you have to...take the top left 4x4 on output. remove top right 4x4 pattern. do not cover the first color. do the same for each section.","To make the output, you have to...take the top right 4x4 on output. add bottom left 4x4 pattern. do not cover the first color. do the same for each section.","To make the output, you have to...take the bottom left 4x4 on output. add top right 4x4 pattern. do not cover the first color. do the same for each section.",1
257,a699fb00,"To make the output, you have to...fill the black sections between two blue sections with red.","To make the output, you have to...fill the red sections between two black sections with blue.","To make the output, you have to...fill the black sections between two blue sections with green.","To make the output, you have to...fill the blue sections between two black sections with red.","To make the output, you have to...fill the black sections between two red sections with blue.",1
258,a740d043,"To make the output, you have to...copy the rectangle that contain the half colored pattern, then replace the background color with black.","To make the output, you have to...copy the circle that contain the full colored pattern, then replace the background color with black.","To make the output, you have to...copy the rectangle that contain the full colored pattern, then replace the background color with balck.","To make the output, you have to...copy the rectangle that contain the full colored pattern, then replace the background color with blue.","To make the output, you have to...copy the square that contain the full colored pattern, then replace the background color with white.",3
259,a78176bb,"To make the output, you have to...keep the original diagonal color and fill the grey color with black. copy the same diagonal color on the grey color side by keeping space number of original square size make by grey color.","To make the output, you have to...keep the original diagonal color and fill the grey color with blue. copy the same diagonal color on the grey color side by keeping space number of original square size make by grey color.","To make the output, you have to...keep the original diagonal color and fill the grey color with black. copy the same diagonal color on the grey color side by keeping space number of original rectangle size make by grey color.","To make the output, you have to...remove the original diagonal color and fill the grey color with black. copy the same diagonal color on the grey color side by keeping space number of hollow square size make by grey color.","To make the output, you have to...change the original diagonal color and fill the grey color with black. copy the same diagonal color on the grey color side by keeping space number of original square size make by grey color.",1
260,a79310a0,"To make the output, you have to...move colored square one line down and change to red.","To make the output, you have to...move colored square one line up and change to red.","To make the output, you have to...move colored square one line right and change to red.","To make the output, you have to...move colored square one line down and change to blue.","To make the output, you have to...move white square one line down and change to red.",1
261,a85d4709,"To make the output, you have to... check the position of the pink pixels. Where the pink pixel is in the first column, the corresponding pixels in that raw in the output should have color black. If the pixel is in the middle column, the corresponding pixels in the output should be brown. Where the pink pixel is in the last column , the corresponding pixel in that raw in the output should be blue.","To make the output, you have to... check the position of the brown pixels. Where the brown pixel is in the first column, the corresponding pixels in that raw in the output should have color yellow. If the pixel is in the middle column, the corresponding pixels in the output should be light blue. Where the brown pixel is in the last column , the corresponding pixel in that raw in the output should be black.","To make the output, you have to...check the position of the grey pixels. Where the grey pixel is in the first column, the corresponding pixels in that raw in the output should have color red. If the pixel is in the middle column, the corresponding pixels in the output should be yellow. Where the grey pixel is in the the last column , the corresponding pixel in that raw in the output should be green.","To make the output, you have to... check the position of the green pixels. Where the green pixel is in the first column, the corresponding pixels in that raw in the output should have color blue. If the pixel is in the middle column, the corresponding pixels in the output should be pink. Where the green pixel is in the last column , the corresponding pixel in that raw in the output should be red.","To make the output, you have to... check the position of the grey pixels. Where the grey pixel is in the first column, the corresponding pixels in that raw in the output should have color black. If the pixel is in the middle column, the corresponding pixels in the output should be red. Where the grey pixel is in the the last column , the corresponding pixel in that raw in the output should be pink.",3
262,a87f7484,"To make the output, you have to... discover original 3x3 pattern and reproduce this 3x3 circle pattern in the output grid.","To make the output, you have to... locate distinct 4x4 pattern and create a mirror image in the output grid.","To make the output, you have to... find matching 2x2 pattern and duplicate it in the output grid.","To make the output, you have to...find unique 3x3 pattern and replicate this 3x3 grid pattern to the output grid.","To make the output, you have to... Identify a unique 5x5 pattern and replace it in the output grid.",4
263,a8c38be5,"To make the output, you have to...make sure the background is all green. Then randomly distribute the colors and shapes you see in the input across the grid. The corners can go anywhere, and the t-shapes can be upside down, sideways, or any which way you like. There's no need to keep the same colors for each.","To make the output, you have to...ensure that the background is all pink. Then place the colors and shapes you see in the input in the right place. The corners should go in the corners. the t-shape should go at the top in the middle, the upside down t-shape should go at the bottom in the middle, the two side way t-shapes should go on the left and right side in the middle so that the long side is against to the left and right. Don't bother about keeping the same colors for each.","To make the output, you have to...make sure the background is all gray. Then place the colors and shapes you see in the input in the right place. The corners should go in the corners. the t-shape should go at the top in the middle, the upside down t-shape should go at the bottom in the middle, the two side way t-shapes should go on the left and right side in the middle so that the long side is against to the left and right. Make sure to keep the same colors for each.","To make the output, you have to...fill in the background with all gray. Then throw in the colors and shapes at random. The corners should go wherever, t-shapes can go in any direction and any location. Just add in all the colors wherever you want.","To make the output, you have to...make sure the background is all gray. Then ignore the shapes you see in the input. Position the shapes anywhere, no need to keep the colors for each. Put the t-shapes upside down, sideways or any way you like.",3
264,a8d7556c,"To make the output, you have to...find where rectangles bigger than 1 by 1 can be form. Fill those with red.","To make the output, you have to...find where squares smaller than 1 by 1 can be form. Fill those with red.","To make the output, you have to...find where squares bigger than 1 by 1 can be form. Fill those with green.","To make the output, you have to...find where squares bigger than 1 by 1 can be form. Fill those with red.","To make the output, you have to...find where squares bigger than 1 by 1 can be form. Fill those with blue.",4
265,a9f96cdd,"To make the output, you have to...make the pixels touching the colored pixel at its corners colored in pink for the top left corner pixel, green for the pixel touching its top right corner, light blue for the pixel touching its bottom left corner and gray for the pixel touching its bottom right corner. the colored pixel in the input should be colored black.","To make the output, you have to...make the pixels touching the colored pixel at its corners colored in green for the top right corner pixel, red for the pixel touching its top left corner, light blue for the pixel touching its bottom right corner and yellow for the pixel touching its bottom left corner. the colored pixel in the input should be colored black.","To make the output, you have to...make the pixels touching the colored pixel at its corners colored in blue for the top left corner pixel, pink for the pixel touching its top right corner, light green for the pixel touching its bottom left corner and orange for the pixel touching its bottom right corner. the colored pixel in the input should be colored black.","To make the output, you have to...make the pixels touching the colored pixel at its corners colored in green for the top left corner pixel, pink for the pixel touching its top right corner, light blue for the pixel touching its bottom left corner and orange for the pixel touching its bottom right corner. the colored pixel in the input should be colored black","To make the output, you have to...make the pixels touching the colored pixel at its corners colored in green for the bottom left corner pixel, pink for the pixel touching its bottom right corner, light blue for the pixel touching its top left corner and yellow for the pixel touching its top right corner. the colored pixel in the input should be colored black.",4
266,aabf363d,"To make the output, you have to...make the box at the bottom left corner black and the colored object at the center the color of the box at the bottom left corner","To make the output, you have to...paint the entire grid with the color of the box at the bottom left corner.","To make the output, you have to...make the bottom left corner box gray and the colored object at the center the color of the box at the top right corner.","To make the output, you have to...make the box at the top right corner black and the colored object at the center the color of the box at the top right corner.","To make the output, you have to...change all black boxes in the center to be the color of the bottom left corner. ",1
267,aba27056,"To make the output, you have to...fill in the pattern with pink, color the black squares that make a straight line to the edge of the grid pink, and create one pink diagonal line from the line to the edge.","To make the output, you have to...fill in the pattern with blue, color the black squares that make a straight line to the edge of the grid blue, and create one blue diagonal line from the line to the edge.","To make the output, you have to...fill in the pattern with red, color the black squares that make a straight line to the edge of the grid red, and create one red diagonal line from the line to the edge.","To make the output, you have to...fill in the pattern with green, color the black squares that make a straight line to the edge of the grid green, and create one green diagonal line from the line to the edge.","To make the output, you have to...fill in the pattern with yellow, color the black squares that make a straight line to the edge of the grid yellow, and create one yellow diagonal line from the line to the edge.",5
268,ac0a08a4,"To make the output, you have to...make the old grid size in red. Then move the grid colors to the old grid in the same relative spots. The colored areas will be the total number of colored squares.","To make the output, you have to...make the new grid size in black. Then move the grid colors to the new grid in the same relative spots. The colored areas will be the number of colored squares squared.","To make the output, you have to...make the new grid size in yellow. Do not move the grid colors to the new grid at all. The colored areas will be the number of colored squares squared.","To make the output, you have to...make the new grid size in green. Then move the grid colors to the new grid in reversed relative spots. The colored areas will be the total number of colored squares squared.","To make the output, you have to...keep the same grid size in black. Then move the grid colors to the old grid in differing relative spots. The colored areas might not be the total number of colored squares squared.",2
269,ae3edfdc,"To make the output, you have to...create a single pattern using the colored boxes in the input grid. The pattern is focused on the red box. The red box will be in the exact same position in the new grid. Surround the red box with the green boxes in the new grid. Think of the red box as the center of a flower and the green boxes as the petals.","To make the output, you have to...place the red box in the same place as it is in the input grid. Now, look at the green boxes in the input grid and imagine that the green boxes are being pushed away from the red box until they are not touching it. So, if there is a green box in the input grid above the red box, place it directly above the red box in the new grid. Now use the same exact method for the blue box and push it away with the orange boxes. Think of the blue and red boxes as the centers of explosions and the green and orange boxes as the debris.","To make the output, you have to...create 2 patterns using all of the colored boxes in the input grid. One pattern is focused on the red box and the other one is focused on the pink box. Both the red box and the pink box will be in their exact same positions in the new grid. Do the same for any other pink boxes. After you are done, all of the pink boxes should be touching the red box which is still in its original location. That pattern is done. Now use the same exact method for the blue box and surround it with the brown boxes. Think of the blue and red boxes as the centers of flowers and the brown and orange boxes as the petals.","To make the output, you have to...create 2 patterns using all of the colored boxes in the input grid. One pattern is focused on the red box and the other one is focused on the blue box. Both the red box and the blue box will be in their exact same positions in the new grid. First put the red box in the same place as it is in the input grid. Now, look at the green boxes in the input grid and imagine that the green boxes are being pulled toward the red box until they are touching it. So, if there is a green box in the input grid above the red box, place it directly above the red box in the new grid. If there is a green box to the right of the red box in the input side, move it until it is directly to the right of the red box. Do the same for any other green boxes. After you are done, all of the green boxes should be touching the red box which is still in its original location. That pattern is done. Now use the same exact method for the blue box and surround it with the orange boxes. Think of the blue and red boxes as the centers of flowers and the green and orange boxes as the petals.","To make the output, you have to...create 3 patterns using all of the colored boxes in the input grid. One pattern is focused on the red box, the other one on the blue box, and the last one on the yellow box. Both the red box and the blue box will be in their exact same positions in the new grid. First put the red box in the same place as it is in the input grid. That pattern is done. Now use the same exact method for the blue box and surround it with the orange boxes. Now for the yellow box, surround it with the grey boxes. Think of the yellow, blue, and red boxes as the centers of flowers and the orange, grey and green boxes as the petals.",4
270,ae4f1146,"To make the output, you have to...copy the 3x3 rectangle from the input grid that has the most red pixels.","To make the output, you have to...copy the 4x4 square from the input grid that has the most green pixels.","To make the output, you have to...copy the 3x3 square from the input grid that has the least blue pixels.","To make the output, you have to...copy the 3x3 square from the input grid that has the most blue pixels.","To make the output, you have to...copy the 2x2 square from the input grid that has the most yellow pixels.",4
271,aedd82e4,"To make the output, you have to... copy the input grid. Any shapes which only contain one single square should be colored red.","To make the output, you have to... rotate the input grid. Any shapes which only contain one single square should be colored blue.","To make the output, you have to...copy the input grid. Any shapes which only contain one single square should be colored blue.","To make the output, you have to... copy the input grid. Any shapes which contain two single squares should be colored blue.","To make the output, you have to... mirror the input grid. Any shapes which only contain one single square should be colored blue.",3
272,af902bf9,"To make the output, you have to...put blue in the middle of the yellow square structure, but not actually next to any of the yellow squares.","To make the output, you have to...put red in the middle of the yellow square structure, but not actually next to any of the yellow squares.","To make the output, you have to...put red next to the middle of the yellow square structure, but not actually in the middle of any of the yellow squares.","To make the output, you have to...put red in the middle of the yellow circular structure, but not actually next to any of the yellow circles.","To make the output, you have to...put red in the middle of the white square structure, but not actually next to any of the white squares.",2
273,b0c4d837,"To make the output, you have to...just put red color on first 3 row when middle of red block count 2 or 15. if 12 red color out put 2 red. if 9 blocks are blue then put 4 red. if only four red color in the middle of grey block then just put 1 red color in first block.","To make the output, you have to...just put pink color on first 3 column when middle of pink block count 2 or 15. if 12 pink color out put 2 pink. if 9 blocks are blue then put 4 pink. if only four pink color in the middle of grey block then just put 1 pink color in first block.","To make the output, you have to...just put light blue color on first 3 row when middle of light blue block count 2 or 15. if 12 light blue color out put 2 light blue. if 9 blocks are blue then put 4 light blue. if only four light blue color in the middle of grey block then just put 1 light blue color in first block.","To make the output, you have to...just put black color on top 3 row when middle of black block count 2 or 15. if 12 black color out put 2 black. if 9 blocks are blue then put 4 black. if only four black color in the middle of grey block then just put 1 black color in top block.","To make the output, you have to...just put brown color on first 3 row when middle of brown block count 2 or 15. if 12 brown color out put 2 brown. if 9 blocks are blue then put 4 brown. if only four brown color in the middle of grey block then just put 1 brown color in first block.",3
274,b190f7f5,"To make the output, you have to...replace each of colored grid with a green color grid pattern.","To make the output, you have to...replace each of colored grid by black color grid pattern.","To make the output, you have to...replace each of colored grid by light blue color grid pattern.","To make the output, you have to...substitute each of colored grid with a pink color grid pattern.","To make the output, you have to...substitute each of colored grid by yellow color grid pattern.",3
275,b1948b0a,"To make the output, you have to...replace all the red squares with purple.","To make the output, you have to...replace all the purple squares with yellow.","To make the output, you have to...replace all the blue squares with yellow.","To make the output, you have to...replace all the green squares with red.","To make the output, you have to...replace all the purple squares with red.",5
276,b230c067,"To make the output, you have to...color the three similar shapes the same red color.","To make the output, you have to...color the two different shapes the same red color and then change the third shape to the blue color.","To make the output, you have to...color the two similar shapes different blue color and then change the third shape to the red color.","To make the output, you have to...color the two similar shapes the same green color and then change the third shape to the yellow color.","To make the output, you have to...color the two similar shapes the same blue color and then change the third shape to the red color.",5
277,b27ca6d3,"To make the output, you have to...place green boxes all the way around all of the paired red boxes.","To make the output, you have to...place blue squares all the way around all of the paired red boxes.","To make the output, you have to...place green squares all the way around all of the paired yellow boxes.","To make the output, you have to...place red squares all the way around all of the paired red boxes.","To make the output, you have to...place green squares all the way around all of the paired green boxes.",1
278,b2862040,"To make the output, you have to...change closed patterns to light blue.","To make the output, you have to...change closed patterns to green.","To make the output, you have to...change closed patterns to pink.","To make the output, you have to...change closed patterns to dark red.","To make the output, you have to...change open patterns to light blue.",1
279,b527c5c6,"To make the output, you have to...extend the single colored square to the edge of the grid heading toward the other color. The other color will cover the single color line the same amount of squares it is away from the beginning single color square.","To make the output, you have to...extend the single colored square to the edge of the grid heading away from the other color. The other color will fill in around the single color line the same amount of squares it is away from the beginning single color square","To make the output, you have to...extend the multiple colored squares to the edge of the grid heading away from the other colors. The other colors will fill in around the single color line the same amount of squares it is away from the beginning single color square.","To make the output, you have to...reduce the single colored square from the edge of the grid heading towards the other color. The other color will fill in around the single color line the same amount of squares it is away from the beginning single color square.","To make the output, you have to...draw the single colored square from the center of the grid heading towards the edge. The other color will surround the single color line the same amount of squares it is away from the beginning single color square.",2
280,b548a754,"To make the output, you have to...stretch it until the outer color covers the dot and then unfilled the shape with the inner color from where the outer square or rectangle is. This should stretch the shape in general towards the dot itself.","To make the output, you have to...stretch it until the outer color covers the dot and then fill in the shape with the inner color from where the outer square or rectangle is.This should stretch the shape in general towards the dot itself.","To make the output, you have to...shrink it until the outer color covers the dot and then fill in the shape with the inner color from where the outer square or rectangle is. This should stretch the shape in general towards the dot itself.","To make the output, you have to...stretch it until the outer color covers the dot and then fill on the shape with the inner color from where the outer circle or hexagon is. This should stretch the shape in general towards the dot itself.","To make the output, you have to...compress it until the outer color covers the dot and then fill in the shape with the inner color from where the outer square or rectangle is. This should stretch the shape in general towards the dot itself.",2
281,b60334d2,"To make the output, you have to...use the grey block as the center of a circle that is surrounded by alternating grey and blue blocks. Blue is at the north, east, south and west position. Change the grey center to black.","To make the output, you have to...use the grey block as the center of a square that is surrounded by alternating grey and blue blocks. Blue is at the north, east, south and west position. Change the grey center to black.","To make the output, you have to...use the brown block as the center of a rectangle that is surrounded by alternating grey and blue blocks. Blue is at the north, east, south and west position. Change the brown center to black.","To make the output, you have to...use the grey block as the center of a rectangle that is surrounded by alternating grey and orange blocks. Blue is at the north, east, south and west position. Change the grey center to black.","To make the output, you have to...use the green block as the center of a square that is surrounded by alternating grey and blue blocks. Blue is at the north, east, south and west position. Change the green center to black.",2
282,b6afb2da,"To make the output, you have to...keep the squares in the same place and change their color. The corners become green. The middle becomes blue. The edges between the corners become red. ","To make the output, you have to...stay the squares in the same place but change color. The corner become blue. The middle become red. The edge between the corner become yellow.","To make the output, you have to...move the squares around and change their color. The edges become blue. The middle becomes yellow. The corners become red.","To make the output, you have to...change the position of the squares but not their color. The edges become brown. The middle becomes blue. The corners become yellow.","To make the output, you have to...move the squares around to change their positions. The corners become blue. The middle becomes green. The edges become yellow.",2
283,b7249182,"To make the output, you have to...reflect each color in line and shift towards the corners. Exclude a red filled space in the center by continuing the lines 1 square further when they meet. This should remove 2 black squares in the center. Diminish a line on each side by removing 2 cubes on either side for each color. Add one more colored cube at the beginning of these lines to make each color disjoin. This should fill the space in the center with a size of 2x3.","To make the output, you have to...move each color in line to go toward the upper corner. Make a blue occupied space in the center by stopping the lines 2 squares each before they meet. This should give you 2 red squares at the bottom. Form a straight line on each side with 3 cubes on either side for each color. Put two more colored cubes at the end of these lines to separate each color. This should make a full space in the center with a size of 3x2.","To make the output, you have to...send each color in parallel lines to go towards the bottom. Create a green empty zone in the middle by stopping the lines 1 square after they meet. This should give you 3 black rectangles in the center. Form a diagonal line on each side with 2 cubes on either side for each color. Put one more colored cube at the middle of these lines to mix up each color. This should make an empty zone in the center with a size of 1x2.","To make the output, you have to...arrange each color in line to go away from the center. Build a gray empty space in the top corner by continuing the lines 1 square apart when they meet. This should give you 2 yellow squares in the corner. Form a new column on each side with 2 cubes on either side for each color. Put one more colored cube at the beginning of these columns to make each color separate. This should make an empty space in the corner with a size of 2x3.","To make the output, you have to...make each color in line go toward the center. Make a black empty space in the center by stop the lines 1 square each before they meet. This should give you 2 black squares in the center. Form a new line on each side with 2 cubes on either side for each color. Put one more colored cube at the end of these lines to make each color connect. This should make an empty space in the center with a size of 2x3.",5
