task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
213,8e5a5113.json,"To make the output, you have to... ignore the first square and work only with the black squares, rotating the color pattern 270 degrees to the right.","To make the output, you have to... recreate the first square with inverted colors, then in the next black square skew the pattern diagonally, and finally, in the last square flip the pattern horizontally.","To make the output, you have to...copy the first square exactly. Then in the next black square rotate the color pattern 90 degrees to the right. Then in the final black square rotate the pattern another 90 degrees.","To make the output, you have to... reflect the first square over the vertical axis, then in the next black square rotate the color pattern 180 degrees, and finally, in the last black square mirror the pattern vertically. ","To make the output, you have to...copy the first square exactly, then in the next black square shift the color pattern to the left, and finally, in the last black square invert the colors. ",3
214,8eb1be9a.json,"To make the output, you have to... turn the input grid upside down, then utilize an opposing scheme to fill in the whole black background.","To make the output, you have to... change the color of the input grid, then design a different pattern to fill in the whole black background.","To make the output, you have to... delete the input grid, then remove everything to fill in the whole black background.","To make the output, you have to... copy the input grid, then copy the exact same pattern to fill in the whole black background.","To make the output, you have to... ignore the input grid, then randomly distribute objects to fill in the whole black background.",4
215,8efcae92.json,"To make the output, you have to...downsize the grid to match the shape, but the colors don't need to be the same.","To make the output, you have to...reset the grid's settings and the two colors are different from the shape.","To make the output, you have to...make the grid the same size as the shape and the two colors are just like in the shape.","To make the output, you have to...alter the shape's size to the grid's size and maintain the original colors.","To make the output, you have to...ensure the shape is smaller than the grid and mix up the two colors.",3
216,8f2ea7aa.json,"To make the output, you have to...copy the pattern in the 3x3 grid to directly adjacent blocks in the 9x9 grid, creating a checkerboard pattern. Alternate the pattern between the original input and the empty space.","To make the output, you have to...divide the original pattern diagonally and place each half separately on the 9x9 grid. One half should be placed at the top right corner and the other at the bottom left corner.","To make the output, you have to...transform the original pattern into a 3x3 grid and then overlap it onto the 9x9 grid. The new arranged pattern is then distributed evenly across the entire area of the larger grid.","To make the output, you have to...rotate the 3x3 pattern before copying it onto the 9x9 grid. The rotation should be done clockwise by 90 degrees for each subsequent placement.","To make the output, you have to...imagine the original pattern is a 3x3 grid. What you need to do is copy the pattern in the 3x3 to the 9x9 grid. So you have 9 3x3 grid inside of the bigger grid(Top left, top middle, top right, middle left, middle, middle right, bottom left, bottom middle, bottom right). For example if the input pattern is a l shape you would only copy this to the top middle, middle and bottom middle grid.",5
217,90c28cc7.json,"To make the output, you have to...swap all colored grids with a black and white pattern.","To make the output, you have to...remove all the same color grids from the image.","To make the output, you have to...replace all same color grids with different color grids.","To make the output, you have to...replace group of same color grids with single same color grid.","To make the output, you have to...overlap all the same color grids with another image.",4
218,90f3ed37.json,"To make the output, you have to... start the line so that it is different from the bottom line but start the line in light blue.","To make the output, you have to... finish the line so that it is the same as the top line but finish the line in dark blue.","To make the output, you have to... begin the line so that it is similar to the middle line but begin the line in red.","To make the output, you have to... finish the line so that it is contrary to the top line but finish the line in black.","To make the output, you have to... complete the line so that it conflicts the bottom line but complete the line in green.",2
219,913fb3ed.json,"To make the output, you have to...arrange turquoise between orange colors, black with crimson and gray with maroon.","To make the output, you have to...blanket teal inside mauve color, magenta with indigo and peach with lime green.","To make the output, you have to...surround green with pink color, light blue with yellow and red with blue.","To make the output, you have to...sprinkle purple on the green color, white on aqua and yellow on violet.","To make the output, you have to...dissipate pink in red color, cerulean with orange and blue with yellow.",3
220,91413438.json,"To make the output, you have to...copy the pattern from the left of the grid to the right, basing it on the number of uncolored grids on the background using a standard background.","To make the output, you have to...make the output repeat the design horizontally from the top of the grid by the number of the colored grid on the background using the unique background explained above.","To make the output, you have to...randomize the output according to the layout from the right of the grid by the total of the colorless grid on the background using a generic background setting.","To make the output, you have to...restart the design vertically from the center of the grid by the density of the colored grid on the static background using the common background information.","To make the output, you have to...run the process from the bottom of the grid upwards, counting the number of colored grids on the background. ",2
221,91714a58.json,"To make the output, you have to... alter the size and position of the solid rectangular block, but keep other single colored pixels.","To make the output, you have to... replace all single colored pixels with the solid rectangular block.","To make the output, you have to... eliminate the solid rectangular block and only use single colored pixels.","To make the output, you have to... only use the size and position of single colored pixels, excluding the solid rectangular block.","To make the output, you have to... only copy the size and position of the solid rectangular block, except other single colored pixels.",5
222,9172f3a0.json,"To make the output, you have to...alter the color and pattern and increase it to a 5x5 grid. Each tile in the input grid is a 3x3 grid pattern on the output.","To make the output, you have to...change the color and pattern to a 9x9 grid. Each tile in the input grid is a 3x3 grid pattern on the output.","To make the output, you have to...maintain the same color and pattern but increase to a 12x12 grid. Each tile in the input grid is a 5x5 grid pattern on the output.","To make the output, you have to...keep the same color and pattern but reduce it to a 3x3 grid. Each tile in the input grid is a 3x3 grid pattern on the output.","To make the output, you have to...keep same color and pattern but increase to a 9x9 grid. Each tile in the input grid is a 3x3 grid pattern on the output.",5
223,928ad970.json,"To make the output, you have to... interpret the input grid. Then, without using the color of the colored rectangle, make the circular shape possible that will fit within the four grey dots. The outside of the new shape should not touch the inside of all four grey dots.","To make the output, you have to... discard the input grid. Then, excluding the color of the colored rectangle, make the thinnest rectangle possible that will not fit inside the four grey dots. The outside of the new rectangle should overlap the outside of all four grey dots.","To make the output, you have to... edit the input grid. Then, using the color of the colored rectangle, make the average rectangle possible that will be located outside the four grey dots. The outside of the new rectangle should touch the outside of all four grey dots.","To make the output, you have to... copy the input grid. Then, using the color of the colored rectangle, make the largest rectangle possible that will fit inside the four grey dots. The outside of the new rectangle should touch the inside of all four grey dots.","To make the output, you have to... ignore the input grid. Then, using the color of the colored rectangle, make the smallest rectangle possible that will fit inside the four grey dots. The outside of the new rectangle should avoid touching the inside of all four grey dots.",4
224,93b581b8.json,"To make the output, you have to... copy the input grid. Then, you will add 4 2x2 blocks to the grid, each touching the corner of the 2x2 colored square in the input. The color of each 2x2 block should be the same color as the opposite corner of the 2x2 colored square. If the 2x2 colored square is not in the center of the input, some of the 2x2 blocks you are adding may be off the page.","To make the output, you have to... erase the input grid. Then, you will remove 4 2x2 blocks from the grid, each touching the corner of the 2x2 colored square in the input. The color of each 2x2 block should be completely different from the opposite corner of the 2x2 colored square. If the 2x2 colored square is in the center of the input, none of the 2x2 blocks you are removing will be off the page.","To make the output, you have to... transfer the input grid to another page. Then, you'll place 4 2x2 blocks on the grid, each centered on the corner of the 2x2 colored square in the input. The color of each 2x2 block will be the same as the color next to the 2x2 colored square. If the 2x2 colored square is horizontally centered, the 2x2 blocks you are placing may overlap with each other.","To make the output, you have to... maintain the input grid as it is. Then, you will rotate the 4 2x2 blocks around the grid that are touching the corner of the 2x2 colored square. The color of each 2x2 block should be a mixture of all colors of the 2x2 colored square. If the 2x2 colored square is at the corner of the input, the 2x2 blocks you are rotating will be at the middle of the page.","To make the output, you have to... cut out the input grid. Then, you will position 4 2x2 blocks under the grid, each aligning with the corner of the 2x2 colored square in the input. The color of each 2x2 block should be the darkest shade of the 2x2 colored square. If the 2x2 colored square is along the border of the input, the 2x2 blocks you are positioning will be covered by the page.",1
225,941d9a10.json,"To make the output, you have to...fill the middle brown area with orange; the left side with pink; and the red in the right-middle.","To make the output, you have to...fill the left-lower white area with purple; the middle with cyan; and the yellow in the right-up.","To make the output, you have to...fill the right-lower green area with black; the top with yellow; and the blue in the left-middle.","To make the output, you have to...fill the left-upper black area with blue; the middle with red; and the green in the right-down.","To make the output, you have to...fill the right-upper blue area with violet; the border with grey; and the white in the left-down.",4
226,94f9d214.json,"To make the output, you have to...switch the positions of the top 4x4 grid of green pixels and the bottom 4x4 grid of blue pixels. After switching the positions, change all the black pixels to green. All other pixels, whether blue or green, should be changed to black.","To make the output, you have to...overlay the top 4x4 grid of green pixels over the bottom 4x4 grid of blue pixels or vice versa.After you complete the overlay whichever pixels are still black will be changed to red in the output. All the other pixels which are green, blue, or both will be changed to black","To make the output, you have to...combine the 4x4 grid of green pixels with the 4x4 grid of yellow pixels. In this combined grid, change all the black pixels to red. All other pixels, whether green, yellow or both, should be changed to black.","To make the output, you have to...overlay the top 4x4 grid of red pixels over the bottom 4x4 grid of blue pixels. After completing the overlay, change all the yellow pixels to green in the output. All other pixels, which are red, blue, or a mixture of the two, should be changed to brown.","To make the output, you have to...move the top 4x4 grid of green pixels aside the bottom 4x4 grid of blue pixels. Then change all the black pixels to red in the finished product. All the other pixels which are green or blue will be left untouched.",2
227,952a094c.json,"To make the output, you have to... copy the input grid to the output workspace. Move each of the interior corner colored pixels to the exterior corner opposite of their input position. Meaning, move the upper left interior pixel such that its corner is touching the lower left corner of the lower left corner pixel of the monochromatic rectangle or square. You're moving pixel at a 45 degree angle to the exterior opposite corner, do that with each interior corner square to create the correct output grid.","To make the output, you have to... invert the input grid to create the output workspace. Move each of the exterior corner colored pixels to the interior, opposite of their former position. So, instead of moving the interior pixels, you're shuffling around the exterior ones.","To make the output, you have to... copy the input grid to the output workspace. Change the color of each interior corner pixel to its corresponding complementary color. The pixel position remains exactly same as in the input grid.","To make the output, you have to... rotate the input grid by 90 degrees to the right to form the output workspace. The position of each interior corner pixel remains the same but the overall structure of the grid is changed due to the rotation.","To make the output, you have to... copy the input grid to the output workspace. Transfer each interior corner pixel to the center of the output grid. So, you are dispersing the pixels within the entire grid, without any specific order.",1
228,9565186b.json,"To make the output, you have to...remove the color from the most squares and leave the rest in their original color.","To make the output, you have to...make everything the same color.","To make the output, you have to...shade the area with the fewest squares and leave the rest white.","To make the output, you have to...keep the color with the most squares and everything else should be gray.","To make the output, you have to...color all squares randomly.  ",4
229,95990924.json,"To make the output, you have to... surround each square with the following, connected diagonally to each of the corners: Blue on the top left, Red on the top right, Green on the bottom left, Yellow on the bottom right. The end result should almost resemble a flower, with a gray center and four colored petals.","To make the output, you have to... place each circle in a square arrangement and color the circles: Orange in the upper left corner, Purple in the upper right, Black on the lower left, and Pink on the lower right. The final design should look like a grid, with a white center and four colored circles.","To make the output, you have to... scatter eight triangles randomly across the surface: Four light blue, three pink, and one green. This should create a design that appears chaotic, with no clear center or organization.","To make the output, you have to... arrange five parallel strips from top to bottom in the following order: Green, Yellow, Red, Blue, Orange. The end product should look like a rainbow, with no particular central figure.","To make the output, you have to... set a single, large white rectangle in the center, surround it with smaller black squares, and fill the remaining space around the black squares with tiny red circles. The finished piece should have a striking contrast of light and dark, with a smattering of red for visual interest.",1
230,963e52fc.json,"To make the output, you have to...rotate the pattern of colors in the input pixels 90 degrees clockwise before inserting into the output grid","To make the output, you have to...remove all the colors from the input pixels and replace them with grayscale in the output grid","To make the output, you have to...invert the color pattern from the input pixels before applying it to the output grid","To make the output, you have to...repeat the same pattern of colors in the input pixels to the grid created in the output in the same position","To make the output, you have to...reduce the size of the input pixel pattern by 50% before placing it in the output grid",4
231,97999447.json,"To make the output, you have to...extract the input grid. In sequence, below the first multicolored block, insert an orange block. Post inserting, move upwards and place a block of the same color. Pursue the sequence of same color followed by orange until you reach the top. Implement this with each similar colored block.","To make the output, you have to...diagonally repost the input grid. Subsequent to that, above the first colored block, situate a white block. Following that, continue diagonal and place a block of a dissimilar color. Progress the pattern of diverse color followed by white until you arrive at the upper corner. Do this with each diverse colored block.","To make the output, you have to...display the input grid. Then, to the left of the first muted block, allocate a red block. Post allocation, make a progression to the left and place a block of the contrasting color. Keep up with the pattern of contrasting color followed by red until you reach the left margin. Practice this with each contrasting colored block.","To make the output, you have to...paste the input grid. Upon doing this, beneath the first colored block, install a black block. Afterwards, continue downwards and place a block of the identical color. Advance the pattern of original color followed by black until you get to the bottom. Do this with each replicated colored block.","To make the output, you have to...copy the input grid. Then, to the right of the first colored block, place a gray block. After the gray block, continue to the right and place a block of the original color. Continue the pattern of original color followed by gray until you reach the right side. Do this with each original colored block.",5
232,97a05b5b.json,"To make the output, you have to...maneuver the blue cylinders towards the cylindrical places marked on the giant green tapestry with the rainbow fragments also.","To make the output, you have to...fit the red blocks in the small grid blocks where they go on the large red grid with the colored blocks as well.","To make the output, you have to...arrange the black lines onto the minimal points designated on the vast purple field with the grayscale shapes simultaneously.","To make the output, you have to...adjust the yellow circles to the large squares on the blue surface with the transparencies attached.","To make the output, you have to...insert the green triangles into the major hexagons aligned on the expansive white plane with the grayscale pieces too.",2
233,98cf29f8.json,"To make the output, you have to... rotate the squares that connect to another pattern. You merge the patterns by spinning the pattern that is similar to the rotating square.","To make the output, you have to... resize the square shapes that border another pattern. You align the patterns by readjusting the pattern that matches the resized square.","To make the output, you have to... remove the colored squares that create a floor to the other pattern. you bring the patterns together by moving the pattern that is the same color as the line you remove","To make the output, you have to... shrink the dimensions of the squares that form a ceiling to the other pattern. You scatter the patterns by reducing the size of the pattern that is identical to the shrunken square.","To make the output, you have to... change the colors of the squares that create a boundary to the other pattern. You separate the patterns by swapping the pattern that is the same color as the perimeter square.",3
234,995c5fa3.json,"To make the output, you have to...draw lines in the pattern of the black boxes across the grey 4x4 blocks. The grey 4x4 block with a horizontal line in the middle is brown, grey 4x4 with vertical line = dark blue, grey 4x4 with a line diagonal from top left to bottom right = red, grey 4x4 with lines creating a frame = lime green. Additional patterns will yield another color.","To make the output, you have to...ignore the grey and black boxes entirely and fill the block with a representation of a natural scene. A beach scene corresponds to a blue 4x4 block, a forest scene to green, desert to yellow and mountains to purple. Any other scene will result in a different color.","To make the output, you have to...replace the black squares with white and match each 4x4 grey block with a pattern of dots. Grey 4x4 with a 2x2 white circle in the middle = pink, grey 4x4 with no white = green, grey 4x4 with white circle at the center bottom = yellow, grey 4x4 with white dots placed at random = purple. Additional patterns correspond to different colors.","To make the output, you have to...create four rows of different striped patterns corresponding to the colour of the 4x4 blocks. The first 4x4 block is the color of the top row, and so on. A 4x4 green block with a 2x2 black box in the middle = orange. A 4x4 pink block with no black = purple. A 4x4 white block with black box center bottom = turquoise. A 4x4 blue block with two 1x2 black lines on the left and right = brown. If there are any more, they are a different color.","To make the output, you have to...make three rows of three different solid colors corresponding to the grey 4x4 blocks. The first 4x4 block is the color of the top row, and so on.Grey 4x4 with a 2x2 black box in the middle = light blueGrey 4x4 with no black = redGrey 4x4 with black box center bottom = yellowGrey 4x4 with two 1x2 black lines on the left and right = greenIf there are any more, they are a different color.",5
235,99b1bc43.json,"To make the output, you have to...combine the elements in the right and left 3x3 square. If they are similar (either white or color), make the output square blue. If not, make the output square orange.","To make the output, you have to...compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green.","To make the output, you have to... merge the hexagons in the north and south 6x6 squares. If they coincide (either black or color), make the output hexagon red. If they disagree, make the output hexagon pink.","To make the output, you have to... analyze the circles in the first and last 5x5 square. If they are the same (both black or both color), make the output circle purple. If they differ, make the output circle yellow.","To make the output, you have to... blend the rectangles in the front and the rear 7x7 squares. If they align (both black or color), make the output rectangle brown. If they are unmatched, make the output rectangle silver.",2
236,99fa7670.json,"To make the output, you have to...shrink the colored block horizontally until it disappears, then pull up the block until it meets the top edge.","To make the output, you have to...divide the colored block into smaller blocks, then disperse them randomly across the grid.","To make the output, you have to...extend the colored block horizontally until the right edge, then extend the block downward until the block meets the bottom edge or other colored block. ","To make the output, you have to...change the color of the block to match the background, then move the block upward until it hits the top edge.","To make the output, you have to...rotate the colored block 90 degrees clockwise, then push it to the left until it disappears off the edge.",3
237,9aec4887.json,"To make the output, you have to... adjust the shape of the colored object to match the light blue object, then replace the colored outlines with light blue blocks.","To make the output, you have to...flip the colored object and place it on top of the light blue object. Then change the middle blocks adjacent to the colored outlines to light blue.","To make the output, you have to...remove the colored object and replace it with the light blue object, then change the light blue blocks around the colored outlines to a different color.","To make the output, you have to...enlarge the colored object and shrink the light blue object before fitting it into the colored object. No color changes are required.","To make the output, you have to...copy the colored object and copy the light blue object inside the colored object. Then change the middle light blue blocks adjacent to the colored outlines to the same color.",5
238,9af7a82c.json,"To make the output, you have to...curve the shapes into a circle, beginning at the center of the grid. Arrange the shapes by the complexity of their design, with the most complex at the center and the most simple forms around the edges. The first shape should start at the center and fan outwards, filling the grid in a pattern. The next shape should fit into the space next to the first, its size corresponding to its complexity. Repeat this until the grid is filled. The remaining sections in the top-left corner of the grid should remain white.","To make the output, you have to...inflate the shapes to fill the entire grid, making them overlap each other. The shapes should be arranged by sharpness, with the sharpest shapes appearing clearer and the bluntest shapes shadowy. Start with the sharpest shape in the top left corner, let it extend to fill half of the grid and progressively fill the rest of the grid with the blunter shapes. Both top and bottom right corners of the grid should be left blank, forming a neat diagonal line.","To make the output, you have to...scatter the shapes randomly across the entire grid. Size or length of the shapes should not dictate their positioning or order. Start by placing the largest shape in the middle of the grid, then arrange the rest of the shapes randomly without following a specific pattern or sequence. The bottom-right of the grid should be filled with a vibrant color representing the mixture of all shapes.","To make the output, you have to...tuck the shapes into each other to form a large shape in the middle of the grid. The shapes should be arranged by weight, heaviest at the bottom and lightest at the top. The heaviest shape should be in the bottom middle of the grid and the lightest shape should be at the top. The smaller shapes should be nestled within the larger shapes like a puzzle. Fill the remaining voids in the grid with a pattern derived from each shape.","To make the output, you have to...straighten out the shapes to become lines, hanging from the top of the new grid. The shapes will be arranged by length, longest starting at the left and shortest at the right. The largest shape should start at the top left and extend all the way down to fill the grid. The next biggest shape will fill in next to it and extend down the number of blocks of the original shape. The next smallest shape will go next extend down the number of blocks of the original shape. Do this until all shapes fill the grid horizontally. The empty space extending below the straightened shapes (now lines) in the bottom-right of the grid will be black.",5
239,9d9215db.json,"To make the output, you have to... take the main color and create a border frame from the location it is in. take the color next to it and put it on the end point of the border frame. take the color box that is further away and copy that into the 4 directions making sure they are mirror images. A black box should be between each color box.","To make the output, you have to... choose the unimportant color and erase the border from its place. Add the first color to the middle of the border frame. Grab the nearest color box and place those in the four corners, disregarding image mirror. An empty space should exist between each color box.","To make the output, you have to... select the secondary color and delete the border frame from the position it is located. Implement the color on the opposite end of the border frame. Capture the color box that is nearer and scatter it in random directions without having a similar reflection. A white square has to be between each color box.","To make the output, you have to... choose the main color but avoid creating any border frame. Take the color after it and put it in the beginning point. Pick the color box that is closer and replicate that up and down ignoring any mirror pattern. Insert a red circle in between each color box.","To make the output, you have to... avoid any color and start designing a border frame on the corner. Take the previous color and put it in the center of the border frame. Use the furthest color box and distribute that to 4 corners without ensuring symmetry. A green diamond should be between each color box.",1
240,9dfd6313.json,"To make the output, you have to...rotate the pattern 90 degrees to the right and then flip it over to it's reverse. the output should be an 90 degrees mirror image of the input.","To make the output, you have to...rotate the pattern 180 degrees to the left and keep it as it is. The output should be a rotated version of the input.","To make the output, you have to...stretch the pattern to twice its original size and keep it as it is. The output should be an enlarged version of the input.","To make the output, you have to...invert the pattern's colors and then rotate it 45 degrees. The output should be an inverted and slightly rotated image of the input.","To make the output, you have to...shrink the pattern to half of its original size and fill the empty space. The output should be a condensed version of the input.",1
241,9ecd008a.json,"To make the output, you have to... clean the black square section","To make the output, you have to... finish the pattern that would be in the black square section","To make the output, you have to... draw a complex diagram in the black square section","To make the output, you have to... erase everything in the black square section","To make the output, you have to... fill the black square section with words",2
242,9edfc990.json,"To make the output, you have to...fill out the white blocks only, leaving the blue ones empty.","To make the output, you have to...paint the entire area blue, regardless of where the blue blocks exist.","To make the output, you have to...remove all the blue blocks from the area before filling it up.","To make the output, you have to...fill out the blue color to the area of where the blue block exists. when there is no blue block there is no need to fill up, just leave those blocks as empty.","To make the output, you have to...occupy all blocks with blue color even if the blue block doesn't exist there.",4
243,9f236235.json,"To make the output, you have to...concentrate on the lines that form the rectangles, then reflect them vertically (top to bottom). This should provide just the figure from the input.","To make the output, you have to...avoid the lines that create the boxes, and instead focus on the pattern. Copy the pattern so that it is mirrored horizontally (left to right). You should end up with only the design from the input.","To make the output, you have to...revoke all the lines forming circles, and focus completely on the pattern. Invert the pattern so it's inverted vertically and horizontally. You should end up with just the sketch from the input.","To make the output, you have to...dismiss the lines creating angles and put an emphasis on the pattern. Rotate the pattern so that it's perpendicular. The end result should be just the composition from the input.","To make the output, you have to...concentrate on the curves that shape the ovals, then flip them diagonally. You should get only the diagram from the input.",2
244,a1570a43.json,"To make the output, you have to... treat the 4 pixels like a racing track. Drive the random shape around the track until it reaches the finish line.","To make the output, you have to... view the 4 pixels as a computer keyboard. Rescale the dimensions of the random shape to match the keyboard keys.","To make the output, you have to... consider the 4 pixels as a volume button. Amplify the size of the random shape to match that button.","To make the output, you have to... imagine the 4 pixels as a game board. Rotate the random shape to fit perfectly on the board.","To make the output, you have to... think of the 4 pixels as a picture frame. Reposition the random shape to be centered in that frame.",5
245,a2fd1cf0.json,"To make the output, you have to... fill the entire grid with light blue squares, except for the areas occupied by the red and green squares.","To make the output, you have to... create a road of light blue squares between the red and green squares. The road should travel up or down from the green square and left or right from the red square until the two meet.","To make the output, you have to... create a circle of yellow squares around the red and green squares, ensuring they do not touch.","To make the output, you have to... draw a diagonal line of purple squares from the green square to the bottom right corner, bypassing the red square.","To make the output, you have to... surround the green square with dark blue squares and avoid contact with the red square.",2
246,a3325580.json,"To make the output, you have to...will be formulated by arranging horizontal stripes of varying color blocks with the smallest count of colors","To make the output, you have to...will be designed by grouping rectangular blocks of a single hue in a random pattern","To make the output, you have to...will be built by constructing diagonal rows of mixed color cubes with the least amount of shades","To make the output, you have to...will be created by making vertical rows of the same color boxes with the largest number of colors","To make the output, you have to...will be shaped by lining up circular forms of multicolored boxes with an extensive palette.",4
247,a3df8b1e.json,"To make the output, you have to...draw a blue dot one to the right and one up from the original one, follow that pattern until you reach the side, then draw a blue dot one to the left and one up until you reach the other side, repeat until you reach the top.","To make the output, you have to...draw a pink dot one to the right and one down from the original one, follow this pattern until the center, then scatter pink dots throughout the remaining area.","To make the output, you have to...create a green dot in the middle, draw green dots diagonally down to the right until the edge, then draw green dots horizontally to the left until the other side, repeat until the bottom is reached.","To make the output, you have to...start by drawing a red dot in the center, then draw two red dots to the right and two down, continue this pattern until the bottom right corner is reached.","To make the output, you have to...draw a yellow dot two to the left and two down from the original one, then mirror this shape on the right hand side, repeat until you reach the bottom.",1
248,a416b8f3.json,"To make the output, you have to...move the existing pattern to a different section. The area next to the pattern should remain blank.","To make the output, you have to...design a completely new pattern in the empty section. The two patterns should be entirely different.","To make the output, you have to...alter the original pattern in small ways for the new section. The two patterns should be slightly different.","To make the output, you have to...erase the existing pattern and leave the section empty. There should be a clear space next to the pattern.","To make the output, you have to...copy the pattern exactly to the new empty section. There should be two of the same pattern side-by-side.",5
249,a48eeaf7.json,"To make the output, you have to...place the blocks in alphabetical order.","To make the output, you have to...stack the blocks to reach a specified height.","To make the output, you have to...move the blocks until they touch the red square on the same line.","To make the output, you have to...rearrange the blocks so they form a circle.","To make the output, you have to...paint the blocks in primary colors.",3
250,a5313dff.json,"To make the output, you have to...tint the middle purple but if the margin of design extends past the grille leave inside gray.","To make the output, you have to...dye the core orange but if the edge of model outsides the matrix leave inside brown.","To make the output, you have to...color the inside blue but if the border of shape goes outside the grid leave inside black.","To make the output, you have to...shade the interior red but if the periphery of figure crosses beyond the mesh leave inside white.","To make the output, you have to...make the center green but if the extremity of pattern drifts away the lattice leave inside yellow.",3
251,a5f85a15.json,"To make the output, you have to...replicate the input grid, then change the color of every even-numbered pixel starting from the top-left pixel of each diagonal line to yellow.","To make the output, you have to...invert the color of the input grid, then change the color of every odd-numbered pixel starting from the bottom-right pixel of each vertical line to green.","To make the output, you have to...mirror the input grid, then change the color of every fifth pixel starting from the bottom-left pixel of each diagonal line to blue.","To make the output, you have to...duplicate the input grid, then change the color of every third pixel starting from the top-right pixel of each horizontal line to red.","To make the output, you have to...copy the input grid, then change the color of the last pixel of each vertical line to purple.",1
252,a61ba2ce.json,"To make the output, you have to...use the grayscale pattern and put them in random positions. Then fill in the middle 4 squares with white.","To make the output, you have to...follow an inverted version of the colored pattern, placing it on the sides. Then color the middle square with black.","To make the output, you have to...scatter the colors without any pattern, placing them in the center. Then color the 4 corner squares with black.","To make the output, you have to...follow the colored pattern and put them on all the corners exactly how the pattern is placed. Then fill in the middle 4 squares with black.","To make the output, you have to...ignore the colored pattern and put them on all the corners however you like. Then leave the middle 4 squares empty.",4
253,a61f2674.json,"To make the output, you have to...change the shortest group of blocks from gray to red, change the tallest group of blocks from gray to blue. Change the remaining gray blocks to black.","To make the output, you have to...change all the blocks from gray to red, leaving the tallest group of blocks blue. Ignore the remaining gray blocks.","To make the output, you have to...change the shortest group of blocks from red to gray, keep the tallest group of blocks gray. Change the remaining red blocks to black.","To make the output, you have to...keep the shortest group of blocks gray, change the tallest group of blocks from blue to gray. Leave the remaining gray blocks as they are.","To make the output, you have to...change all the blocks from gray to blue, change the shortest group of blocks from blue to red. Ignore the remaining gray blocks.",1
254,a64e4611.json,"To make the output, you have to...cover the entire grid with blue, ignoring the original black grid.","To make the output, you have to...fill the black grid with green surrounding with continue black grid.","To make the output, you have to...replace the black grid with red and pair with a blue grid.","To make the output, you have to...draw a yellow circle around the black grid, not filling it with any colour.","To make the output, you have to...empty the black grid entirely and leave it without any colour.",2
255,a65b410d.json,"To make the output, you have to...copy your red input boxes to the output grid. And then, you need to add green bars above the red bar and blue bars below it, all attached to the left side. Furthermore, the green bar should increase in length by one square each time it moves up from the red bar, while the blue bar should decrease in length by one square each time it moves away from the red bar. The green bar continues this process all the way up to the top of the grid, while the blue bar repeats until it becomes one square in length.","To make the output, you have to...move the red input boxes to the right side of the grid. The green bar should remain the same length across the grid, while the blue bar should change in length randomly each time it moves away from the red bar.","To make the output, you have to...align the red, green, and blue bars at the top of the grid. The green and blue bars should remain the same length while the red bar incrementally decreases in length.","To make the output, you have to...swap the positions of the red and green bars while keeping the blue bar consistent. The length of the bars should remain the same throughout the process.","To make the output, you have to...detach the red, green, and blue bars from each other. The green bar should decrease in length by one square each time it moves up, while the blue bar should increase in length each time it moves away from the red bar.",1
256,a68b268e.json,"To make the output, you have to...ignore the top right 4x4 on output. add bottom left 4x4 pattern. color over the first color. disregard the other sections.","To make the output, you have to...discard the top left 4x4 on output. incorporate bottom right 4x4 pattern. skip coloring the first frame. apply this to all the sections.","To make the output, you have to...repeat the bottom left 4x4 on output. subtract the top left 4x4 pattern. cover every color except the first. repeat in only one section.","To make the output, you have to...take the top left 4x4 on output. add top right 4x4 pattern. do not cover the first color. do the same for each section.","To make the output, you have to...fuse the bottom right 4x4 on output. include the top left 4x4 pattern. avoid coloring the last color. don't repeat for each section.",4
257,a699fb00.json,"To make the output, you have to...cover the blue areas entirely in black.","To make the output, you have to...remove all black sections entirely. ","To make the output, you have to...replace the black regions with blue. ","To make the output, you have to...fill the black sections between two blue sections with red.","To make the output, you have to...turn the blue sections to red.",4
258,a740d043.json,"To make the output, you have to... enlarge the rectangle that contain the no colored pattern, then replace the background color with balck.","To make the output, you have to... erase the rectangle that contain the full colored pattern, then replace the background color with white.","To make the output, you have to... copy the rectangle that contain the full colored pattern, then replace the background color with balck.","To make the output, you have to... rotate the rectangle that contain the full colored pattern, then replace the background color with navy.","To make the output, you have to... move the rectangle that contain the half colored pattern, then replace the background color with light gray.",3
259,a78176bb.json,"To make the output, you have to...sustain the vertical vibrancy and alter the pink color to brown. repeat the same horizontal vibrancy on the orange color side by keeping space number of original oval size shaped by pink.","To make the output, you have to...preserve the vertical hue and swap the red color with yellow. duplicate the same horizontal shade on the purple color side by leaving space number of original circle size created by red color.","To make the output, you have to...maintain the horizontal color and turn the blue color into green. replicate the same vertical color on the brown side by retaining space number of original triangle size made by blue color.","To make the output, you have to...retain the diagonal tint and exchange the white with orange. echo the exact diagonal tint on the green color side by leaving space enough for original rectangle size formed by white.","To make the output, you have to...keep the original diagonal color and fill the grey color with black. copy the same diagonal color on the grey color side by keeping space number of original square size make by grey color.",5
